Name,Score,Genres,Type,Episodes,Producers,Studios,Source,Duration,Duration_format,Genre_format,Producers_format,Studios_format
Kimetsu no Yaiba,8.62,"Action, Demons, Historical, Shounen, Supernatural",TV,26,"Aniplex, Shueisha",ufotable,Manga,23 min. per ep.,23,Action,Aniplex,ufotable
Bungou Stray Dogs 3rd Season,8.17,"Action, Mystery, Seinen, Super Power, Supernatural",TV,12,"WOWOW, Lantis, Movic, Bandai Namco Live Creative, Sony Music Entertainment, Glovision, Kadokawa Media House, Kadokawa, Bandai Namco Arts",Bones,Manga,23 min. per ep.,23,Action,Lantis,Bones
Strike Witches: 501 Butai Hasshin Shimasu!,6.48,"Military, Sci-Fi, Comedy, Shounen",TV,12,"Nippon Columbia, Glovision, Anime Beans","Acca effe, Giga Production",Manga,13 min. per ep.,13,Comedy,Nippon Columbia,Acca effe
Strike Witches: Road to Berlin,7.32,"Action, Military, Sci-Fi, Magic, Ecchi",TV,12,"Magic Capsule, Nippon Columbia, Kadokawa",David Production,Original,23 min. per ep.,23,Action,Kadokawa,David Production
Re:Stage! Dream Days♪,6.69,"Music, School, Slice of Life",TV,12,"Pony Canyon, Yomiuri TV Enterprise, Bit Promotion","Yumeta Company, Graphinica",Other,23 min. per ep.,23,School,Pony Canyon,Yumeta Company
Monster Strike the Movie: Sora no Kanata,6.34,"Action, Fantasy, Game",Movie,1,"XFLAG, Warner Bros. Pictures",Orange,Game,1 hr. 37 min.,97,Action,XFLAG,Orange
Monster Strike The Animation,6.61,"Action, Game, Fantasy",ONA,63,XFLAG,"Anima, ILCA",Game,10 min. per ep.,10,Action,XFLAG,ILCA
Shoujo☆Kageki Revue Starlight Specials,6.92,Comedy,Special,3,Bushiroad,Kinema Citrus,Original,8 min. per ep.,8,Comedy,Bushiroad,Kinema Citrus
Endro~!,6.94,"Fantasy, Magic, Slice of Life",TV,12,Egg Firm,Studio Gokumi,Original,23 min. per ep.,23,Fantasy,Egg Firm,Studio Gokumi
Zoo: Hidamari no Shi,6.29,Sci-Fi,Movie,1,Toei Video,Kamikaze Douga,Novel,13 min.,13,Sci-Fi,Toei Video,Kamikaze Douga
Kono Oto Tomare!,7.87,"Drama, Music, Romance, School, Shounen",TV,13,"WOWOW, Movic, KlockWorx, Memory-Tech, King Records, Shueisha, Pony Canyon Enterprise",Platinum Vision,Manga,23 min. per ep.,23,Drama,Movic,Platinum Vision
Ken En Ken: Aoki Kagayaki,6.06,"Action, Adventure, Demons, Magic, Martial Arts, Fantasy",TV,13,"TV Tokyo, Ai Addiction",Studio Deen,Game,24 min. per ep.,24,Action,TV Tokyo,Studio Deen
Fate/Grand Order: Zettai Majuu Sensen Babylonia,7.95,"Action, Supernatural, Magic, Fantasy",TV,21,"Aniplex, Notes, Delightworks, FILMONY",CloverWorks,Game,23 min. per ep.,23,Action,Aniplex,CloverWorks
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram,6.8,"Action, Supernatural, Magic, Fantasy",Movie,1,"Production I.G, Aniplex",Signal.MD,Game,1 hr. 29 min.,89,Action,Aniplex,Signal.MD
Digimon Adventure: Last Evolution Kizuna,8.19,"Action, Adventure, Comedy, Drama",Movie,1,Toei Animation,Yumeta Company,Original,1 hr. 34 min.,94,Comedy,Toei Animation,Yumeta Company
"Okoshiyasu, Chitose-chan",6.58,"Slice of Life, Comedy, Josei",TV,24,VAP,Gathering,Manga,3 min. per ep.,3,Comedy,VAP,Gathering
Hachigatsu no Cinderella Nine (TV),6.08,"School, Sports",TV,12,"TV Tokyo, Victor Entertainment, AT-X",TMS Entertainment,Game,23 min. per ep.,23,School,TV Tokyo,TMS Entertainment
Hatsujou Switch: Otosareta Shoujo-tachi - The Animation,6.48,Hentai,OVA,1,Pink Pineapple,Seven,Manga,24 min.,24,Hentai,Pink Pineapple,Seven
Mix,7.25,"Drama, Romance, School, Shounen, Sports",TV,24,"Shogakukan-Shueisha Productions, YTV",OLM,Manga,23 min. per ep.,23,Drama,Shogakukan-Shueisha Productions,OLM
"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",7.76,"Slice of Life, Comedy",TV,12,"AT-X, NBCUniversal Entertainment Japan, Tokyo MX, Avex Pictures, Q-Tec, BS11, ABC Animation, GYAO!, BookLive",Zero-G,Web manga,23 min. per ep.,23,Comedy,AT-X,Zero-G
Namu Amida Butsu!: Rendai Utena,6.07,Fantasy,TV,12,DMM pictures,Asahi Production,Game,24 min. per ep.,24,Fantasy,DMM pictures,Asahi Production
Circlet Princess,6.0,"Action, School, Sci-Fi, Sports",TV,12,Lantis,SILVER LINK.,Game,24 min. per ep.,24,Action,Lantis,SILVER LINK.
Kabukichou Sherlock,6.91,"Mystery, Comedy, Drama",TV,24,"Mainichi Broadcasting System, Movic, Glovision, DMM pictures, Kadokawa",Production I.G,Original,24 min. per ep.,24,Comedy,Movic,Production I.G
Rinshi!! Ekoda-chan,5.53,"Slice of Life, Comedy, Seinen",TV,11,"Sotsu, AT-X, Tokyo MX, Exit Tunes, Radio Osaka, Rakuten, Cloud22","Ascension, Creators in Pack, Zero-G",4-koma manga,5 min. per ep.,5,Comedy,AT-X,Creators in Pack
Bokutachi wa Benkyou ga Dekinai,7.33,"Harem, Comedy, Romance, School, Shounen",TV,13,"Aniplex, Movic, Barnum Studio, Magic Capsule, Shueisha, BS11, ADK","Silver, Arvo Animation",Manga,23 min. per ep.,23,Comedy,Aniplex,Arvo Animation
Bermuda Triangle: Colorful Pastrale,5.46,"Music, Fantasy",TV,12,Bushiroad,Seven Arcs Pictures,Original,25 min. per ep.,25,Fantasy,Bushiroad,Seven Arcs Pictures
Osomatsu-san Movie,7.85,"Comedy, Parody",Movie,1,Shochiku,Studio Pierrot,Manga,1 hr. 48 min.,108,Comedy,Shochiku,Studio Pierrot
The iDOLM@STER SideM: Wake Atte Mini!,6.2,"Slice of Life, Comedy",TV,12,"Lantis, Bandai Namco Entertainment",Zero-G,Manga,3 min. per ep.,3,Comedy,Lantis,Zero-G
"Shuudengo, Capsule Hotel de, Joushi ni Binetsu Tsutawaru Yoru.",5.45,"Ecchi, Josei, Romance",TV,12,"Studio Mausu, Namu Animation",Suiseisha,Manga,3 min. per ep.,3,Romance,Studio Mausu,Suiseisha
"Wei, Kanjian Erduo La!",7.27,"Slice of Life, Comedy, Shounen Ai",ONA,12,"bilibili, Alchemy Bros.",monofilmo,Web manga,3 min. per ep.,3,Comedy,bilibili,monofilmo
Ze Tian Ji 4th Season,7.09,"Action, Adventure, Fantasy",ONA,12,"Tencent Penguin Pictures, China Literature Limited",Shanghai Foch Film Culture Investment,Novel,20 min. per ep.,20,Action,Tencent Penguin Pictures,Shanghai Foch Film Culture Investment
Choukadou Girl ⅙,6.0,"Comedy, Romance, Seinen",TV,12,"AT-X, Seven, Futabasha, A-Craft, AQUA ARIS",Studio A-CAT,Manga,12 min. per ep.,12,Comedy,AT-X,Studio A-CAT
Inazuma Eleven: Orion no Kokuin,6.79,Sports,TV,49,"TV Tokyo, Dentsu",OLM,Game,23 min. per ep.,23,Sports,TV Tokyo,OLM
Xiao Lu He Xiao Lan,7.61,"Game, Sci-Fi, Slice of Life, Comedy, Drama, Magic, School, Shounen Ai",ONA,72,Tencent Animation & Comics,Haoliners Animation League,Web manga,8 min. per ep.,8,Comedy,Tencent Animation & Comics,Haoliners Animation League
Boku to Nurse no Kenshuu Nisshi The Animation,7.04,Hentai,OVA,1,Pink Pineapple,Studio 1st,Visual novel,22 min.,22,Hentai,Pink Pineapple,Studio 1st
Hashiri Tsuzukete Yokattatte.,6.43,"Drama, Slice of Life",TV,4,"DAX Production, Twin Planet",Signal.MD,Original,15 min. per ep.,15,Drama,DAX Production,Signal.MD
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV),6.77,"Psychological, Drama, Magic, Thriller",TV,13,"Aniplex, Houbunsha, f4samurai",Shaft,Game,23 min. per ep.,23,Drama,Aniplex,Shaft
Pingu in the City (2018),6.47,"Slice of Life, Comedy, Kids",TV,26,"NHK, NHK Enterprises, Mattel Creations",Polygon Pictures,Other,7 min. per ep.,7,Comedy,NHK,Polygon Pictures
Hangyakusei Million Arthur 2nd Season,6.35,"Action, Adventure, Magic, Fantasy",TV,13,"Square Enix, Sotsu, Genco, Lantis, Magic Capsule, Fields, bilibili, Bandai Namco Arts, Happinet",J.C.Staff,Game,24 min. per ep.,24,Action,Lantis,J.C.Staff
Houkago Saikoro Club,6.72,"Game, Comedy, School, Shounen",TV,12,"Genco, MediaNet, Nippon Columbia, Ai Addiction, Shogakukan, ABC Animation, Happinet, HOBBY BASE Yellow Submarine",LIDENFILMS,Manga,23 min. per ep.,23,Comedy,Genco,LIDENFILMS
Mutafukaz,7.07,"Action, Psychological, Sci-Fi, Super Power",Movie,1,Ankama,"Studio 4°C, Ankama Animations",Manga,1 hr. 34 min.,94,Action,Ankama,Studio 4°C
Kouya no Kotobuki Hikoutai,6.86,"Action, Military, Adventure",TV,12,"Digital Frontier, Bandai Namco Arts","WAO World, GEMBA",Original,24 min. per ep.,24,Action,Bandai Namco Arts,WAO World
Boku no Tonari ni Ankoku Hakaishin ga Imasu.,6.64,"Slice of Life, Comedy, School, Josei",TV,12,"Toei Video, AT-X, Being, Yomiuri TV Enterprise, Kadokawa, JY Animation, Crunchyroll SC Anime Fund, MAGNET, Video Market",EMT Squared,Manga,23 min. per ep.,23,Comedy,AT-X,EMT Squared
Oushitsu Kyoushi Heine Movie,7.28,"Comedy, Historical, Seinen, Slice of Life",Movie,1,Sotsu,Tear Studio,Manga,1 hr.,1,Comedy,Sotsu,Tear Studio
Azur Lane,6.28,"Action, Military, Sci-Fi",TV,12,"Frontier Works, Sotsu, Toho, Nitroplus, i0+, Yostar Pictures, Stray Cats",Bibury Animation Studios,Game,23 min. per ep.,23,Action,Sotsu,Bibury Animation Studios
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,8.68,"Supernatural, Drama, Romance, School",Movie,1,"Aniplex, Tokyo MX, Hakuhodo DY Music & Pictures, Nagoya Broadcasting Network, BS11, ABC Animation, Kadokawa",CloverWorks,Light novel,1 hr. 30 min.,90,Drama,Aniplex,CloverWorks
Stand My Heroes: Piece of Truth,5.7,"Mystery, Romance, Josei",TV,12,"Shochiku, YTV, Tokyo MX, BS11, JR East Marketing & Communications, Marui Group, Rakuten",M.S.C,Game,24 min. per ep.,24,Romance,Tokyo MX,M.S.C
Wotaku ni Koi wa Muzukashii OVA,7.86,"Slice of Life, Comedy, Romance",OVA,2,"Aniplex, Half H.P Studio, Fujipacific Music","A-1 Pictures, Lapin Track",Web manga,22 min. per ep.,22,Comedy,Aniplex,A-1 Pictures
Jashin-chan Dropkick Episode 12,7.1,"Comedy, Supernatural",ONA,1,"BookLive, ibis Capital Partners, Global Solutions",Nomad,Web manga,23 min.,23,Comedy,Global Solutions,Nomad
Chuubyou Gekihatsu Boy,6.78,"Comedy, School",TV,11,"Lantis, Bandai Namco Live Creative, Ai Addiction, Kadokawa Media House, NTT Plala, Kadokawa, Bandai Namco Arts",Studio Deen,Novel,23 min. per ep.,23,Comedy,Lantis,Studio Deen
Otona no Bouguya-san,5.64,"Comedy, Ecchi, Fantasy",ONA,12,"Typhoon Graphics, S-TAR7, COMICSMART",IMAGICA Lab.,4-koma manga,4 min. per ep.,4,Comedy,Typhoon Graphics,IMAGICA Lab.
Boku no Hero Academia 4th Season,8.06,"Action, Comedy, Super Power, School, Shounen",TV,25,"Dentsu, Yomiuri Telecasting, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Bones,Manga,24 min. per ep.,24,Comedy,Movic,Bones
Arad: Suming Zhi Men,6.16,"Action, Adventure, Fantasy",ONA,20,"Tohokushinsha Film Corporation, Tencent Animation & Comics, Tencent Games","Success Corp., Dangun Pictures",Game,14 min. per ep.,14,Action,Tohokushinsha Film Corporation,Success Corp.
Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna,7.61,"Psychological, Drama, Thriller, Fantasy",Movie,1,"TV Tokyo, AT-X, Memory-Tech, Hakuhodo DY Music & Pictures, Kadokawa",White Fox,Light novel,1 hr. 16 min.,76,Drama,TV Tokyo,White Fox
High Score Girl: Extra Stage,8.05,"Comedy, Game, Romance, School, Seinen",OVA,3,Warner Bros. Japan,J.C.Staff,Manga,25 min. per ep.,25,Comedy,Warner Bros. Japan,J.C.Staff
Ikkitousen: Western Wolves,6.33,"Action, Ecchi, Martial Arts, School, Seinen, Super Power",OVA,3,"Genco, AT-X, Bushiroad, Shounen Gahousha, Kadokawa",Arms,Manga,30 min. per ep.,30,Action,AT-X,Arms
God Eater Reso Nantoka Gekijou: Episode EX,5.53,"Fantasy, Military, Parody, Sci-Fi",ONA,2,"Bandai Namco Entertainment, DMM.futureworks, Aoni Production","Passione, Creators in Pack",Game,3 min. per ep.,3,Fantasy,Bandai Namco Entertainment,Creators in Pack
Yao Shen Ji Zhi Ying Yao Pian,7.65,"Action, Adventure, Demons, Romance, Martial Arts, Fantasy",ONA,40,bilibili,Ruo Hong Culture,Novel,7 min. per ep.,7,Action,bilibili,Ruo Hong Culture
Mo Dao Zu Shi 2nd Season,8.43,"Action, Mystery, Historical, Supernatural",ONA,8,Tencent Penguin Pictures,B.CMAY PICTURES,Novel,24 min. per ep.,24,Action,Tencent Penguin Pictures,B.CMAY PICTURES
Natural Vacation The Animation,6.81,Hentai,OVA,1,Pink Pineapple,T-Rex,Visual novel,30 min.,30,Hentai,Pink Pineapple,T-Rex
Ashita Sekai ga Owaru toshitemo,6.41,"Drama, Romance",Movie,1,Shochiku Media Division,Craftar Studios,Original,1 hr. 35 min.,95,Drama,Shochiku Media Division,Craftar Studios
Hanasaku Kizuna no Romantan,5.31,"Action, Adventure, Drama, Fantasy",ONA,1,XFLAG,"Yokohama Animation Lab, Arvo Animation",Game,21 min.,21,Action,XFLAG,Yokohama Animation Lab
Isekai Quartet,7.45,"Comedy, Fantasy, Parody",TV,12,Kadokawa,Studio PuYUKAI,Original,12 min. per ep.,12,Comedy,Kadokawa,Studio PuYUKAI
Yuru Camp△ Season 2,8.61,"Slice of Life, Comedy",TV,13,"Half H.P Studio, MAGES., DeNA",C-Station,Manga,23 min. per ep.,23,Comedy,Half H.P Studio,C-Station
Heya Camp△,7.19,"Slice of Life, Comedy",TV,12,"Sotsu, AT-X, KlockWorx, Houbunsha, MAGES., BS11, DeNA, FuRyu",C-Station,Manga,3 min. per ep.,3,Comedy,AT-X,C-Station
Toaru Kagaku no Accelerator,7.18,"Super Power, Supernatural, Fantasy, School",TV,12,"Square Enix, Movic, AT-X, Warner Bros. Japan, NBCUniversal Entertainment Japan, Kadokawa","J.C.Staff, A.C.G.T.",Manga,23 min. per ep.,23,Fantasy,Movic,J.C.Staff
Toaru Kagaku no Railgun T,8.25,"Action, Sci-Fi, Super Power",TV,25,"Square Enix, Movic, AT-X, Warner Bros. Japan, NBCUniversal Entertainment Japan, Kadokawa",J.C.Staff,Manga,24 min. per ep.,24,Action,Movic,J.C.Staff
Ore wo Suki nano wa Omae dake ka yo,7.39,"Harem, Comedy, Romance, School",TV,12,"Aniplex, Movic, Barnum Studio, Tokyo MX, Q-Tec, Docomo Anime Store, BS11, Straight Edge, Kadokawa",Connect,Light novel,23 min. per ep.,23,Comedy,Aniplex,Connect
Xixing Ji,6.72,"Action, Adventure, Historical, Martial Arts, Fantasy",ONA,16,"Tencent Penguin Pictures, iQIYI",BYMENT,Manga,15 min. per ep.,15,Action,Tencent Penguin Pictures,BYMENT
Xing Chen Bian,7.58,"Action, Adventure, Historical, Romance, Martial Arts, Fantasy",ONA,12,"Tencent Penguin Pictures, China Literature Limited",Shanghai Foch Film Culture Investment,Novel,24 min. per ep.,24,Action,Tencent Penguin Pictures,Shanghai Foch Film Culture Investment
Shingeki no Kyojin Season 3 Part 2,9.1,"Action, Drama, Fantasy, Military, Mystery, Shounen, Super Power",TV,10,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprise",Wit Studio,Manga,23 min. per ep.,23,Action,Dentsu,Wit Studio
Quanzhi Fashi III,7.43,"Action, Magic, Fantasy, School",ONA,12,China Literature Limited,Shanghai Foch Film Culture Investment,Novel,19 min. per ep.,19,Action,China Literature Limited,Shanghai Foch Film Culture Investment
Rifle Is Beautiful,6.19,"Slice of Life, Comedy, School",TV,12,"Hakuhodo DY Music & Pictures, Bandai Namco Arts",Studio 3Hz,4-koma manga,23 min. per ep.,23,Comedy,Hakuhodo DY Music & Pictures,Studio 3Hz
Doraemon Movie 39: Nobita no Getsumen Tansaki,7.01,"Adventure, Fantasy, Kids, Sci-Fi, Space",Movie,1,"TV Asahi, Shogakukan-Shueisha Productions, Asatsu DK, Toho, Fujiko F. Fujio Pro, Shogakukan",Shin-Ei Animation,Manga,1 hr. 51 min.,111,Fantasy,TV Asahi,Shin-Ei Animation
Huyao Xiao Hongniang: Zhu Ye,7.48,"Comedy, Historical, Supernatural, Drama, Romance",ONA,12,"Tencent Animation & Comics, Tencent Penguin Pictures","Haoliners Animation League, Garden Culture",Manga,19 min. per ep.,19,Comedy,Tencent Penguin Pictures,Haoliners Animation League
Egao no Daika,6.06,"Military, Slice of Life, Drama, Fantasy, Mecha",TV,12,"VAP, WOWOW, MediaNet, YTV, Asmik Ace, Nippon Television Network, Tokyo MX, Dynamo Pictures, Rakuten, Happinet",Tatsunoko Production,Original,23 min. per ep.,23,Drama,Tokyo MX,Tatsunoko Production
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,7.49,"Comedy, Drama, Romance, Fantasy, School",TV,12,"Mainichi Broadcasting System, Asmik Ace, King Records, Ichijinsha, Nichion",SILVER LINK.,Light novel,24 min. per ep.,24,Comedy,Mainichi Broadcasting System,SILVER LINK.
Laidbackers,6.14,"Comedy, Magic, Fantasy",Movie,1,flying DOG,Studio Gokumi,Original,58 min.,58,Comedy,flying DOG,Studio Gokumi
Assassins Pride,5.94,Fantasy,TV,12,"Sotsu, AT-X, KlockWorx, Nippon Television Network, Tokyo MX, Avex Pictures, GYAO!, Kadokawa, KLab, entama",EMT Squared,Light novel,24 min. per ep.,24,Fantasy,AT-X,EMT Squared
Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka?,5.54,"Adventure, Comedy, Fantasy",TV,12,"Toranoana, Q-Tec, Contents Seed",J.C.Staff,Light novel,23 min. per ep.,23,Comedy,Q-Tec,J.C.Staff
Star☆Twinkle Precure,7.25,"Action, Magic, Fantasy, Shoujo",TV,49,"TV Asahi, Echoes",Toei Animation,Original,24 min. per ep.,24,Action,TV Asahi,Toei Animation
"Kimi to, Nami ni Noretara",7.52,"Drama, Romance, Supernatural",Movie,1,Lawson Entertainment,Science SARU,Original,1 hr. 35 min.,95,Drama,Lawson Entertainment,Science SARU
Hangyakusei Million Arthur Special,6.38,"Action, Adventure, Fantasy, Magic",Special,1,"Square Enix, Sotsu, Genco, Lantis, Magic Capsule, Fields, bilibili, Bandai Namco Arts, Happinet",J.C.Staff,Game,22 min.,22,Action,Lantis,J.C.Staff
Tejina-senpai,6.47,"Comedy, Ecchi, School, Seinen",TV,12,"Nihon Ad Systems, Kodansha, KlockWorx, flying DOG, Avex Pictures, Q-Tec, Docomo Anime Store, GYAO!, BS NTV, Marui Group",LIDENFILMS,Manga,13 min. per ep.,13,Comedy,KlockWorx,LIDENFILMS
Joshikousei no Mudazukai,7.71,"Comedy, School",TV,12,"AT-X, Kadokawa Media House, Kadokawa",Passione,Web manga,24 min. per ep.,24,Comedy,AT-X,Passione
Hero Mask,6.32,"Action, Mystery, Police, Sci-Fi",ONA,15,"Sotsu, Netflix",Studio Pierrot,Original,24 min. per ep.,24,Action,Sotsu,Studio Pierrot
Hakyuu Houshin Engi: Kou-ke no Chi,5.78,"Adventure, Demons, Fantasy, Shounen, Supernatural",Special,1,"NBCUniversal Entertainment Japan, i0+",C-Station,Manga,25 min.,25,Fantasy,NBCUniversal Entertainment Japan,C-Station
Darwin's Game,7.3,"Action, Sci-Fi, Mystery, Super Power, Shounen",TV,11,"Aniplex, AT-X, Tokyo MX, Akita Shoten, BS11, Kanetsu Investment, CA-Cygames Anime Fund, Hochi Shimbun, ADK",Nexus,Manga,26 min. per ep.,26,Action,Aniplex,Nexus
Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,7.54,"Action, Adventure, Comedy, Fantasy",TV,12,"AT-X, Kadokawa Media House, Kadokawa, Legs",White Fox,Light novel,23 min. per ep.,23,Comedy,AT-X,White Fox
Final Fantasy XV: Episode Ardyn - Prologue,6.6,Action,ONA,1,Square Enix,Satelight,Game,13 min.,13,Action,Square Enix,Satelight
Dorohedoro,8.1,"Action, Comedy, Horror, Magic, Fantasy, Seinen",TV,12,"Shogakukan-Shueisha Productions, Mainichi Broadcasting System, Movic, TOHO animation, BS11, Shogakukan, Sumitomo, RAY, Pia",MAPPA,Manga,23 min. per ep.,23,Comedy,Movic,MAPPA
Actors: Songs Connection,6.23,"Music, School",TV,12,"Sotsu, Pony Canyon, AT-X, Nippon Television Network, Tokyo MX, JY Animation",Drive,Music,23 min. per ep.,23,School,AT-X,Drive
Enen no Shouboutai,7.68,"Action, Supernatural, Shounen",TV,24,"Mainichi Broadcasting System, Kodansha, bilibili, DMM pictures, DMM Music",David Production,Manga,23 min. per ep.,23,Action,Kodansha,David Production
Guomin Laogong Dai Huijia 4th Season,6.14,"Drama, Romance",ONA,12,"Tencent Penguin Pictures, China Literature Limited",Wawayu Animation,Novel,12 min. per ep.,12,Drama,Tencent Penguin Pictures,Wawayu Animation
Fruits Basket 1st Season,8.2,"Comedy, Drama, Romance, Shoujo, Slice of Life, Supernatural",TV,25,"TV Tokyo, TV Osaka, Nihon Ad Systems, Hakusensha, Avex Pictures, TMS Music",TMS Entertainment,Manga,23 min. per ep.,23,Comedy,TV Tokyo,TMS Entertainment
Dr. Stone,8.34,"Sci-Fi, Adventure, Shounen",TV,24,"TOHO animation, Shueisha",TMS Entertainment,Manga,24 min. per ep.,24,Sci-Fi,Shueisha,TMS Entertainment
RobiHachi,6.51,"Adventure, Comedy, Sci-Fi, Space",TV,12,"Sotsu, Pony Canyon",Studio Comet,Original,24 min. per ep.,24,Comedy,Sotsu,Studio Comet
Wagaya no Liliana-san The Animation,7.2,Hentai,OVA,1,Pink Pineapple,Seven,Manga,30 min.,30,Hentai,Pink Pineapple,Seven
Fight League: Gear Gadget Generators,6.15,"Action, Sci-Fi, Mecha",ONA,26,"Bandai Entertainment, Magic Capsule","Sunrise, Bandai Namco Pictures, XFLAG",Game,10 min. per ep.,10,Action,Magic Capsule,Sunrise
Lupin III: Goodbye Partner,6.83,"Action, Adventure, Mystery, Comedy, Seinen",Special,1,TMS Music,TMS Entertainment,Manga,1 hr. 32 min.,92,Comedy,TMS Music,TMS Entertainment
Diamond no Ace: Act II,8.23,"Comedy, Sports, School, Shounen",TV,52,"TV Tokyo, Sotsu, AT-X, DAX Production",Madhouse,Manga,24 min. per ep.,24,Comedy,TV Tokyo,Madhouse
7 Seeds,6.55,"Adventure, Drama, Mystery, Psychological, Romance, Sci-Fi, Shoujo",ONA,12,"Nihon Ad Systems, BS Fuji, Netflix",Gonzo,Manga,25 min. per ep.,25,Drama,Nihon Ad Systems,Gonzo
Xue Ying Ling Zhu,7.22,"Action, Adventure, Historical, Romance, Martial Arts, Fantasy",ONA,26,Tencent Penguin Pictures,Mili Pictures,Novel,19 min. per ep.,19,Action,Tencent Penguin Pictures,Mili Pictures
Da Li Si Rizhi,6.72,"Action, Mystery, Comedy, Historical, Demons, Martial Arts",ONA,12,bilibili,Nice Boat Animation,Web manga,17 min. per ep.,17,Comedy,bilibili,Nice Boat Animation
Araburu Kisetsu no Otome-domo yo.,7.5,"Comedy, Drama, Romance, School, Shounen",TV,12,"Mainichi Broadcasting System, Kodansha, DMM pictures",Lay-duce,Manga,24 min. per ep.,24,Comedy,Kodansha,Lay-duce
Sewayaki Kitsune no Senko-san,7.36,"Slice of Life, Comedy, Supernatural, Romance",TV,12,"Docomo Anime Store, Kadokawa",Doga Kobo,Web manga,23 min. per ep.,23,Comedy,Kadokawa,Doga Kobo
Black Clover: Jump Festa 2018 Special,6.17,"Comedy, Fantasy, Shounen",Special,1,"TV Tokyo, Avex Pictures, Shueisha",Studio Pierrot,Manga,23 min.,23,Comedy,TV Tokyo,Studio Pierrot
Detective Conan Movie 23: The Fist of Blue Sapphire,7.82,"Action, Mystery, Comedy, Police, Drama, Shounen",Movie,1,"Shogakukan-Shueisha Productions, Yomiuri Telecasting, Nippon Television Network",TMS Entertainment,Manga,1 hr. 49 min.,109,Comedy,Nippon Television Network,TMS Entertainment
Midara na Ao-chan wa Benkyou ga Dekinai,6.78,"Comedy, Romance, Ecchi, Shounen",TV,12,"Mainichi Broadcasting System, Kodansha, DMM pictures",SILVER LINK.,Manga,12 min. per ep.,12,Comedy,Kodansha,SILVER LINK.
Ikebukuro PR Anime,6.15,Fantasy,ONA,1,animate,Shaft,Original,3 min.,3,Fantasy,animate,Shaft
Senryuu Shoujo,7.41,"Slice of Life, Comedy, School, Shounen",TV,12,"Mainichi Broadcasting System, Kodansha, DMM pictures",Connect,4-koma manga,12 min. per ep.,12,Comedy,Kodansha,Connect
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,7.59,"Action, Game, Sci-Fi, Adventure, Comedy, Fantasy",TV,12,"AT-X, MAGES., Docomo Anime Store, Sammy, ABC Animation, Kadokawa Media House, Kadokawa, D-techno",SILVER LINK.,Light novel,23 min. per ep.,23,Comedy,AT-X,SILVER LINK.
"Papa datte, Shitai",5.97,Shounen Ai,TV,8,"Picante Circus, Suiseisha",Magic Bus,Manga,6 min. per ep.,6,Shounen Ai,Suiseisha,Magic Bus
Aggressive Retsuko: We Wish You a Metal Christmas,7.28,"Slice of Life, Comedy",ONA,1,"Sanrio, Netflix",Fanworks,Other,22 min.,22,Comedy,Sanrio,Fanworks
Hello World,7.61,"Sci-Fi, Drama, Romance",Movie,1,"Yomiuri Telecasting, TV Osaka, Mainichi Broadcasting System, Movic, Toho, Memory-Tech, Tokyo MX, Shueisha, Kansai Telecasting, CyberAgent, JR East Marketing & Communications, LINE Corporation, Marui Group, Lawson Entertainment, Hikari TV",Graphinica,Original,1 hr. 37 min.,97,Drama,Movic,Graphinica
Tenki no Ko,8.41,"Slice of Life, Drama, Romance, Fantasy",Movie,1,"Toho, Lawson HMV Entertainment, JR East Marketing & Communications, Kadokawa, voque ting, STORY, Lawson Entertainment",CoMix Wave Films,Original,1 hr. 54 min.,114,Drama,Kadokawa,CoMix Wave Films
"Hachi-nan tte, Sore wa Nai deshou!",6.19,"Action, Fantasy",TV,12,"Satelight, Frontier Works, flying DOG, Kadokawa Media House, Exa International, Kadokawa, GREE, arma bianca","SynergySP, Shin-Ei Animation",Light novel,23 min. per ep.,23,Action,Frontier Works,Shin-Ei Animation
Umayon,6.08,"Slice of Life, Comedy, Sports",TV,12,Cygames,"W-Toon Studio, DMM.futureworks",4-koma manga,3 min. per ep.,3,Comedy,Cygames,W-Toon Studio
Shironeko Project: Zero Chronicle,5.3,"Action, Adventure, Magic, Fantasy",TV,12,"NBCUniversal Entertainment Japan, COLOPL, Kadokawa, GREE",Project No.9,Game,23 min. per ep.,23,Action,Kadokawa,Project No.9
Virtual-san wa Miteiru,5.42,"Comedy, Music",TV,12,Dwango,Lide,Original,24 min. per ep.,24,Comedy,Dwango,Lide
